COUNTRY,MA_ID,NAME,LON,LAT,DESIG,LEGAL,DESIG_TYPE,DOMAIN,STATUS,DATE_ESTAB,AREA_R_HA,MARIE_R_H,MGT_PLAN,IUCN_CAT,INTL_CONV,STATE_PROV,ZONES,NO_TAKE,NO_TK_R_HA,MGT_MODEL,MGT_EFF,SOURCE,NOTES,CONSENT,CTMPAS_CAT,VALIDATED,VALIDATED_BY,VALIDATED_ON,HAS_POLY
"Solomon Islands","5016100","Simeruka","160.84000074","-9.81482109","MPA / Tabu","None","Local","marine","Voluntary","2004-01-01",8.77,0.00,"Drafted","Unknown","None","Guadalcanal","No","All",0.00,"None","Unknown","Hugh Govan (2009), Reefbase","","Point only","Category 1","True","Yes - John Houakau - Oct 2015","","True"
"Solomon Islands","5016000","Sauka","156.49895700","-7.62932800","LMMA","Unknown","Local","marine","No longer active","0001-01-01",0.00,0.00,"Unknown","Unknown","None","Western","Unknown","All",0.00,"None","Unknown","Hugh Govan (2009), Reefbase","","Point only","Category 1","False","","","False"
"Solomon Islands","5015800","Sasarauru","156.52139500","-7.59827000","LMMA","Unknown","Local","marine","No longer active","0001-01-01",0.00,0.00,"Unknown","Unknown","None","Western","Unknown","All",0.00,"None","Unknown","Hugh Govan (2009), Reefbase","","Point only","Category 1","False","","","False"
"Solomon Islands","5015700","Salavo","160.11407345","-8.98569790","LMMA","Unknown","Local","marine","Voluntary","2003-01-01",0.00,0.00,"Unknown","Unknown","None","Central","Unknown","All",0.00,"None","Unknown","Jacob Piturara - Managed Areas Workshop - Oct 2014","","Point only","Category 1","True","Yes - Jacob Piturara - Oct 2014","","True"
"Solomon Islands","5015600","Rosiamati","156.57345400","-7.76280600","LMMA","Unknown","Local","marine","Unknown","0001-01-01",0.00,0.00,"Unknown","Unknown","None","Western","Unknown","All",0.00,"None","Unknown","Hugh Govan (2009), Reefbase","","Point only","Category 1","False","","","False"
"Solomon Islands","5015500","Roderic Bay","160.12389394","-9.02204107","MPA / Tabu","Unknown","Local","marine","Voluntary","2004-01-01",0.00,0.00,"Unknown","Unknown","None","Central","Yes","Part",0.00,"None","Unknown","Jacob Piturara - Managed Areas Workshop - Oct 2015 - GPS tracks","","Point only","Category 1","True","Yes - Jacob Piturara - Oct 2015","","True"
"Solomon Islands","5015400","Reva","156.51450400","-7.70766900","LMMA","Unknown","Local","marine","Unknown","0001-01-01",0.00,0.00,"Unknown","Unknown","None","Western","Unknown","All",0.00,"None","Unknown","Hugh Govan (2009), Reefbase","","Point only","Category 1","False","","","False"
"Solomon Islands","5015300","Renjo Reef","156.59008900","-8.03733600","LMMA","Unknown","Local","marine","No longer active","2004-01-01",0.00,0.00,"Unknown","Unknown","None","Western","Unknown","All",0.00,"None","Unknown","Hugh Govan (2009), Reefbase","Old WWF sites, but after tsunami and reef lifted, no longer active","Point only","Category 1","False","","","False"
"Solomon Islands","5015000","Pipa / Kororo (Marovo)","157.75948900","-8.22235300","MPA / Tabu","Unknown","Local","marine","No longer active","2008-01-01",0.00,0.00,"Unknown","Unknown","None","Western","Unknown","All",0.00,"None","Unknown","Hugh Govan (2009), Reefbase","","Point only","Category 1","False","","","False"
"Solomon Islands","5014900","Pezokombukombu","156.57525500","-7.76976400","LMMA","Unknown","Local","marine","Unknown","0001-01-01",0.00,0.00,"Unknown","Unknown","None","Western","Unknown","All",0.00,"None","Unknown","Hugh Govan (2009), Reefbase","","Point only","Category 1","False","","","False"
"Solomon Islands","5014800","Petu Island","157.99409500","-8.44681100","LMMA","Unknown","Local","marine","No longer active","0001-01-01",0.00,0.00,"Unknown","Unknown","None","Western","Unknown","All",0.00,"None","Unknown","Hugh Govan (2009), Reefbase","","Point only","Category 1","False","","","False"
"Solomon Islands","5014700","Paipai","160.86566278","-9.85498955","MPA / Tabu","None","Local","marine","Voluntary","2004-01-01",167.97,0.00,"Drafted","Unknown","None","Guadalcanal","No","All",0.00,"None","Unknown","Hugh Govan (2009), Reefbase","","Point only","Category 1","True","Yes - John Houakau - Oct 2015","","True"
"Solomon Islands","5014500","Nu'u Marere","160.83515820","-9.77908598","MPA / Tabu","None","Local","marine","Voluntary","2008-01-01",96.45,0.00,"Drafted","Unknown","None","Guadalcanal","No","All",0.00,"None","Unknown","Hugh Govan (2009), Reefbase","","Point only","Category 1","True","Yes - John Houakau - Oct 2015","","True"
"Solomon Islands","5014400","Niumala","157.06735100","-8.16624600","LMMA","Unknown","Local","marine","No longer active","2005-01-01",0.00,0.00,"Unknown","Unknown","None","Western","Unknown","Unknown",0.00,"None","Unknown","Hugh Govan (2009), Reefbase","","Point only","Category 1","False","","","False"
"Solomon Islands","5014200","Niami Reef","156.59636700","-8.05234700","LMMA","Unknown","Local","marine","No longer active","2004-01-01",0.00,0.00,"Unknown","Unknown","None","Western","Unknown","All",0.00,"None","Unknown","Hugh Govan (2009), Reefbase","Old WWF sites, but after tsunami and reef lifted, no longer active","Point only","Category 1","False","","","False"
"Solomon Islands","5014100","Modiudu","156.50796900","-7.71073300","LMMA","Unknown","Local","marine","No longer active","0001-01-01",0.00,0.00,"Unknown","Unknown","None","Western","Unknown","All",0.00,"None","Unknown","Hugh Govan (2009), Reefbase","","Point only","Category 1","False","","","False"
"Solomon Islands","5014000","Maravaghi","160.05931400","-8.94930300","MPA / Tabu","Unknown","Local","marine","Voluntary","2004-01-01",0.00,0.00,"Unknown","Unknown","None","Central","Unknown","All",0.00,"None","Unknown","Hugh Govan (2009), Reefbase","","Point only","Category 1","True","Yes - Jacob Piturara - Oct 2014","","True"
"Solomon Islands","5013900","Marapa-Niu","160.86435117","-9.83804383","MPA / Tabu","None","Local","marine","Voluntary","2004-01-01",252.20,0.00,"Drafted","Unknown","None","Guadalcanal","No","All",0.00,"None","Unknown","Hugh Govan (2009), Reefbase","","Point only","Category 1","True","Yes - John Houakau - Oct 2015","","True"
"Solomon Islands","5013800","Loreto, Lalana, Sua'u","160.74710900","-8.87602700","LMMA","Unknown","Local","marine","No longer active","2005-01-01",0.00,0.00,"Unknown","Unknown","None","Malaita","Unknown","All",0.00,"None","Unknown","Worldfish staff - Managed Areas Workshop - July 2014","The area is desginated as a Tabu Zone","Point only","Category 1","False","","","False"
"Solomon Islands","5013700","Ladosama Reef","156.72483800","-7.63780500","LMMA","Unknown","Local","marine","Unknown","0001-01-01",0.00,0.00,"Unknown","Unknown","None","Western","Unknown","All",0.00,"None","Unknown","Hugh Govan (2009), Reefbase","","Point only","Category 1","False","","","False"
"Solomon Islands","5013600","Kuaboka to Lollua","156.49397200","-7.66524700","LMMA","Unknown","Local","marine","No longer active","0001-01-01",0.00,0.00,"Unknown","Unknown","None","Western","Unknown","All",0.00,"None","Unknown","Hugh Govan (2009), Reefbase","","Point only","Category 1","False","","","False"
"Solomon Islands","5013400","Kere Hira / Niuhoa","160.78631806","-9.75601992","Mangrove Management","None","Local","marine","Voluntary","2005-01-01",50.36,0.00,"Drafted","Unknown","None","Guadalcanal","No","All",0.00,"None","Unknown","John Houakau","","Point only","Category 1","True","Yes - John Houakau - Oct 2015","","True"
"Solomon Islands","5013200","Nifiloli","166.29601905","-10.19138380","LMMA","None","Local","marine","Voluntary","2012-01-01",183.24,0.00,"No","Unknown","None","Temotu","No","Seasonal",0.00,"None","Unknown","Geoffrey Mauraisi - May 2014","","Yes","Category 1","True","Yes - Geoffrey at MECDM March 2014","","True"
"Solomon Islands","5013100","Kubopuete","156.81246391","-7.10321775","LMMA","None","Local","marine","Voluntary","2013-01-02",49.63,0.00,"No","Unknown","None","Choiseul","No","All",49.63,"None","Unknown","Jimmy Kereseka - May 2014","Attribute updates from Jimmy Kereseka May 2014","Point only","Category 1","True","Yes - Jimmy Kereseka May 2014","","True"
"Solomon Islands","5013000","Reqe Island","157.56468512","-7.48536674","Conservation Area","None","Local","marine-terrestrial","Voluntary","2012-01-01",373.77,0.00,"No","Unknown","None","Choiseul","No","All",373.77,"SI MEAT","Unknown","Jimmy Kereseka - May 2014","Attribute updates from Jimmy Kereseka May 2014","Point only","Category 1","True","Yes - Jimmy Kereseka May 2014","","True"
"Solomon Islands","5012900","Kokuru","157.59808432","-7.38811336","LMMA","None","Local","marine","Draft","2013-01-01",89.24,0.00,"Unknown","Unknown","None","Choiseul","Unknown","Unknown",0.00,"None","Unknown","Jimmy Kereseka - May 2014","","Point only","Category 1","True","Yes - Jimmy Kereseka May 2014","","True"
"Solomon Islands","5012800","Malaguni","157.61008645","-7.39082714","LMMA","None","Local","marine","Draft","2013-01-01",153.17,0.00,"No","Unknown","None","Choiseul","Unknown","Unknown",0.00,"None","Unknown","Jimmy Kereseka - May 2014","","Point only","Category 1","True","Yes - Jimmy Kereseka May 2014","","True"
"Solomon Islands","5012700","Luqu Vila","157.62472192","-7.39762428","LMMA","None","Local","marine","Draft","2013-01-01",81.04,0.00,"No","Unknown","None","Choiseul","Unknown","Unknown",0.00,"None","Unknown","Jimmy Kereseka - May 2014","","Point only","Category 1","True","Yes - Jimmy Kereseka May 2014","","True"
"Solomon Islands","5012600","Tarapaipana","157.63313919","-7.40583138","LMMA","None","Local","marine","Draft","2013-01-01",75.77,0.00,"No","Unknown","None","Choiseul","Unknown","Unknown",0.00,"None","Unknown","Jimmy Kereseka - May 2014","","Point only","Category 1","True","Yes - Jimmy Kereseka May 2014","","True"
"Solomon Islands","5012500","Karaqo","157.64327749","-7.41773280","LMMA","None","Local","marine","Draft","2013-01-01",167.35,0.00,"No","Unknown","None","Choiseul","Unknown","Unknown",0.00,"None","Unknown","Jimmy Kereseka - May 2014","","Point only","Category 1","True","Yes - Jimmy Kereseka May 2014","","True"
"Solomon Islands","5012400","Kamaketebo","157.14472875","-7.12449904","LMMA","None","Local","marine","Voluntary","2011-01-01",36.56,0.00,"No","Unknown","None","Choiseul","No","All",36.56,"SI MEAT","Unknown","Jimmy Kereseka - May 2014","Attribute updates from Jimmy Kereseka May 2014","Yes","Category 1","True","Yes - Jimmy Kereseka May 2014","","True"
"Solomon Islands","5012300","Haevo Khulano Leatherback","159.75006012","-8.26991030","Conservation Area","Unknown","Local","marine-terrestrial","Designated","2011-03-01",110.22,0.00,"Drafted","Unknown","None","Isabel","Unknown","Unknown",0.00,"None","Unknown","John Pita - August 2015","Buffer turtle beach by 100 m each side","Point only","Category 1","True","Yes- management committee","","True"
"Solomon Islands","5012200","Lilika Leatherback Nesting Site","158.83147112","-7.69570628","LMMA","Unknown","Local","marine","Voluntary","2011-12-01",43.32,0.00,"No","Unknown","None","Isabel","No","Unknown",0.00,"None","Unknown","Nate Peterson - Isabel R2R Workshops 2012","","Point only","Category 1","False","","","True"
"Solomon Islands","5012100","Retu Island","158.63447106","-7.48667170","LMMA","Unknown","Local","marine","No longer active","2008-01-01",564.23,0.00,"Unknown","Unknown","None","Isabel","No","None",0.00,"None","Unknown","Nate Peterson - Isabel R2R Workshops 2012","Seasonal closures for beche de mer, trochus, clams.  Closed 50 weeks, open 2 weeks","Point only","Category 1","False","","","True"
"Solomon Islands","5012000","Paenaha Fa'a Islands","158.31522851","-7.53439444","LMMA","Unknown","Local","marine","No longer active","2008-01-01",121.54,0.00,"Unknown","Unknown","None","Isabel","No","None",0.00,"None","Unknown","Nate Peterson - Isabel R2R Workshops 2012","Seasonal closures for beche de mer, trochus, clams.  Closed 50 weeks, open 2 weeks","Point only","Category 1","False","","","True"
"Solomon Islands","5011900","Papatura' ite","158.79984916","-7.58552175","LMMA","Unknown","Local","marine","Voluntary","2011-12-01",2721.89,0.00,"Unknown","Unknown","None","Isabel","No","None",0.00,"None","Unknown","Nate Peterson - Isabel R2R Workshops 2012","Seasonal closures for beche de mer.  Closed 52 weeks, open 2 weeks","Point only","Category 1","False","","","True"
"Solomon Islands","5011800","Zaosodu Reef","158.52269786","-7.51121561","LMMA","Unknown","Local","marine","No longer active","2008-01-01",1162.36,0.00,"Unknown","Unknown","None","Isabel","No","None",0.00,"None","Unknown","Nate Peterson - Isabel R2R Workshops 2012","Seasonal closures for beche de mer, trochus, clams.  Closed 50 weeks, open 2 weeks","Point only","Category 1","False","","","True"
"Solomon Islands","5011700","Kakadina","158.43285505","-7.49165496","LMMA","Unknown","Local","marine","No longer active","2008-01-01",1435.92,0.00,"Unknown","Unknown","None","Isabel","No","None",0.00,"None","Unknown","Nate Peterson - Isabel R2R Workshops 2012","Seasonal closures for beche de mer, trochus, clams.  Closed 50 weeks, open 2 weeks","Point only","Category 1","False","","","True"
"Solomon Islands","5011600","Tobi","158.41166747","-7.51036294","LMMA","Unknown","Local","marine","No longer active","2008-01-01",95.60,0.00,"Unknown","Unknown","None","Isabel","No","None",0.00,"None","Unknown","Nate Peterson - Isabel R2R Workshops 2012","Seasonal closures for beche de mer, trochus, clams.  Closed 50 weeks, open 2 weeks","Point only","Category 1","False","","","True"
"Solomon Islands","5011500","Paenaha'ite","158.33537042","-7.53610072","LMMA","Unknown","Local","marine","No longer active","2008-01-01",86.50,0.00,"Unknown","Unknown","None","Isabel","No","None",0.00,"None","Unknown","Nate Peterson - Isabel R2R Workshops 2012","Seasonal closures for beche de mer, trochus, clams.  Closed 50 weeks, open 2 weeks","Point only","Category 1","False","","","True"
"Solomon Islands","5011400","Rapita Island","158.36785968","-7.45717251","LMMA","Unknown","Local","marine","No longer active","2008-01-01",410.68,0.00,"Unknown","Unknown","None","Isabel","No","None",0.00,"None","Unknown","Nate Peterson - Isabel R2R Workshops 2012","Seasonal closures for beche de mer, trochus, clams.  Closed 50 weeks, open 2 weeks","Point only","Category 1","False","","","True"
"Solomon Islands","5011300","Kale","158.31730373","-7.43364396","LMMA","Unknown","Local","marine","No longer active","2008-01-01",292.99,0.00,"Unknown","Unknown","None","Isabel","No","None",0.00,"None","Unknown","Nate Peterson - Isabel R2R Workshops 2012","Seasonal closures for beche de mer, trochus, clams.  Closed 50 weeks, open 2 weeks","Point only","Category 1","False","","","True"
"Solomon Islands","5011200","Hetaheta","158.44246973","-7.49406767","LMMA","Unknown","Local","marine","No longer active","2008-01-01",53.58,0.00,"Unknown","Unknown","None","Isabel","No","None",0.00,"None","Unknown","Nate Peterson - Isabel R2R Workshops 2012","Seasonal closures for beche de mer, trochus, clams.  Closed 50 weeks, open 2 weeks","Point only","Category 1","False","","","True"
"Solomon Islands","5011100","Ghanitapi Reef","158.57046154","-7.54146878","LMMA","Unknown","Local","marine","No longer active","2008-01-01",50.92,0.00,"Unknown","Unknown","None","Isabel","No","None",0.00,"None","Unknown","Nate Peterson - Isabel R2R Workshops 2012","Seasonal closures for beche de mer, trochus, clams.  Closed 50 weeks, open 2 weeks","Point only","Category 1","False","","","True"
"Solomon Islands","5011000","unnamed","158.46911871","-7.54624259","LMMA","Unknown","Local","marine","No longer active","2008-01-01",24.94,0.00,"Unknown","Unknown","None","Isabel","No","None",0.00,"None","Unknown","Nate Peterson - Isabel R2R Workshops 2012","Seasonal closures for beche de mer, trochus, clams.  Closed 50 weeks, open 2 weeks","Point only","Category 1","False","","","True"
"Solomon Islands","5010900","unnamed","158.47436739","-7.54040424","LMMA","Unknown","Local","marine","No longer active","2008-01-01",7.47,0.00,"Unknown","Unknown","None","Isabel","No","None",0.00,"None","Unknown","Nate Peterson - Isabel R2R Workshops 2012","Seasonal closures for beche de mer, trochus, clams.  Closed 50 weeks, open 2 weeks","Point only","Category 1","False","","","True"
"Solomon Islands","5010800","Vasigaio","158.34556761","-7.60313665","LMMA","Unknown","Local","marine","Voluntary","2008-01-01",34.21,0.00,"Unknown","Unknown","None","Isabel","No","None",0.00,"None","Unknown","Nate Peterson - Isabel R2R Workshops 2012","Seasonal closures for beche de mer, trochus, clams.  Closed 50 weeks, open 2 weeks","Point only","Category 1","False","","","True"
"Solomon Islands","5010700","Vavohongana","158.40550413","-7.61499643","LMMA","Unknown","Local","marine","No longer active","2008-01-01",89.12,0.00,"Unknown","Unknown","None","Isabel","No","None",0.00,"None","Unknown","Nate Peterson - Isabel R2R Workshops 2012","Seasonal closures for beche de mer, trochus, clams.  Closed 50 weeks, open 2 weeks","Point only","Category 1","False","","","True"
"Solomon Islands","5010600","Bili","158.50584851","-7.68635009","LMMA","Unknown","Local","marine","No longer active","2008-01-01",149.90,0.00,"Unknown","Unknown","None","Isabel","No","None",0.00,"None","Unknown","Nate Peterson - Isabel R2R Workshops 2012","Seasonal closures for beche de mer, trochus, clams.  Closed 50 weeks, open 2 weeks","Point only","Category 1","False","","","True"
"Solomon Islands","5010500","Paparaka","158.57185756","-7.72453014","LMMA","Unknown","Local","marine","No longer active","2008-01-01",803.73,0.00,"Unknown","Unknown","None","Isabel","No","None",0.00,"None","Unknown","Nate Peterson - Isabel R2R Workshops 2012","Seasonal closures for beche de mer, trochus, clams.  Closed 50 weeks, open 2 weeks","Point only","Category 1","False","","","True"
"Solomon Islands","5010400","Pauro","158.60846907","-7.77490769","LMMA","Unknown","Local","marine","No longer active","2008-01-01",104.77,0.00,"Unknown","Unknown","None","Isabel","No","None",0.00,"None","Unknown","Nate Peterson - Isabel R2R Workshops 2012","Seasonal closures for beche de mer, trochus, clams.  Closed 50 weeks, open 2 weeks","Point only","Category 1","False","","","True"
"Solomon Islands","5010300","Mamaka","158.43541911","-7.65699927","LMMA","Unknown","Local","marine","No longer active","2008-01-01",850.90,0.00,"Unknown","Unknown","None","Isabel","No","None",0.00,"None","Unknown","Nate Peterson - Isabel R2R Workshops 2012","Seasonal closures for beche de mer, trochus, clams.  Closed 50 weeks, open 2 weeks","Point only","Category 1","False","","","True"
"Solomon Islands","5010200","Gateghe","158.31775254","-7.45350825","LMMA","Unknown","Local","marine","No longer active","2008-01-01",105.57,0.00,"Unknown","Unknown","None","Isabel","No","None",0.00,"None","Unknown","Nate Peterson - Isabel R2R Workshops 2012","Seasonal closures for beche de mer, trochus, clams.  Closed 50 weeks, open 2 weeks","Point only","Category 1","False","","","True"
"Solomon Islands","5010100","Tasia","159.60609314","-8.13830128","LMMA","Isabel Province Resource Management and Environmental Protection Ordinance 2006","Provincial","marine","Draft","2008-01-01",47.46,0.00,"Drafted","Unknown","None","Isabel","No","Seasonal",0.00,"None","Unknown","John Pita - August 2015","1 of 3 areas in Maringe Lagoon Conservation Areas","Yes","Category 1","True","Yes- management committee","","True"
"Solomon Islands","5010000","Fera","159.58498357","-8.10498334","LMMA","Isabel Province Resource Management and Environmental Protection Ordinance 2006","Provincial","marine","Designated","2008-01-01",665.21,0.00,"Drafted","Unknown","None","Isabel","No","Seasonal",0.00,"None","Unknown","John Pita - August 2015","3 of 3 areas in Maringe Lagoon Conservation Areas","Point only","Category 1","True","Yes","","True"
"Solomon Islands","5009900","Hulakefo Mangrove Area","159.51830847","-8.10106791","LMMA","Unknown","Local","marine-terrestrial","Voluntary","2008-01-01",222.43,0.00,"Drafted","Unknown","None","Isabel","No","Unknown",0.00,"None","Unknown","Nate Peterson - Isabel R2R Workshops 2012","Customary management with seasonal closures directed by Chief","Yes","Category 1","True","Yes - Managed Areas Workshop July 2014","","True"
"Solomon Islands","5009800","Sulei","159.53744359","-8.08034675","LMMA","Isabel Province Resource Management and Environmental Protection Ordinance 2006","Provincial","marine-terrestrial","Draft","2008-01-01",560.80,0.00,"Drafted","Unknown","None","Isabel","No","Seasonal",0.00,"None","Unknown","John Pita - August 2015","2 of 3 areas in Maringe Lagoon Conservation Areas","Yes","Category 1","True","Yes","","True"
"Solomon Islands","5009700","Kaolo Integrated Conservation Area","159.55456712","-8.39169599","Unknown","Unknown","Unknown","marine-terrestrial","Designated","0001-01-01",76.13,0.00,"No","Unknown","None","Isabel","No","Unknown",0.00,"None","Unknown","John Pita - August 2015","","Yes","Category 1","True","Yes - Gilbert Leamana","","True"
"Solomon Islands","5009600","Kumaihavi","159.68689431","-8.27093922","Unknown","Unknown","Unknown","terrestrial","Voluntary","0001-01-01",223.13,0.00,"Unknown","Unknown","None","Isabel","No","Unknown",0.00,"None","Unknown","Nate Peterson - Isabel R2R Workshops 2012","","Point only","Category 1","False","","","True"
"Solomon Islands","5009500","Kolomosu","159.70926886","-8.23513390","Resource Management Area","Unknown","Local","marine-terrestrial","Voluntary","2015-09-01",11.72,0.00,"Drafted","Unknown","None","Isabel","Yes","Part",0.00,"None","Unknown","John Pita, Wilson Eta - Managed Areas Workshop - Oct 2015","First noted in this dataset at Isabel R2R workshops 2012","Point only","Category 1","False","","","True"
"Solomon Islands","5009300","unnamed","159.62690947","-8.35669513","Unknown","Unknown","Unknown","terrestrial","No longer active","0001-01-01",47.95,0.00,"Unknown","Unknown","None","Isabel","No","Unknown",0.00,"None","Unknown","Sumitomo Metal and Mining (SMM) village consultations 2012","Downgraded at MA Workshop Oct 2015","Point only","Category 1","False","","","True"
"Solomon Islands","5009200","Kafema'u","159.53952807","-8.24147211","Unknown","Unknown","Unknown","terrestrial","Unknown","0001-01-01",167.27,0.00,"Unknown","Unknown","None","Isabel","No","Unknown",0.00,"None","Unknown","Sumitomo Metal and Mining (SMM) village consultations 2012","","Point only","Category 1","False","","","True"
"Solomon Islands","5009100","Silighodu","159.61918813","-8.27035844","Unknown","Unknown","Unknown","terrestrial","Unknown","0001-01-01",186.58,0.00,"Unknown","Unknown","None","Isabel","No","Unknown",0.00,"None","Unknown","Sumitomo Metal and Mining (SMM) village consultations 2012","","Point only","Category 1","False","","","True"
"Solomon Islands","5009000","East Rennell","160.48017244","-11.76925256","World Heritage Area In Danger","Unknown","International","marine-terrestrial","Designated","1998-01-01",92549.02,0.00,"Drafted","Unknown","World Heritage","Rennell-Bellona","No","Unknown",0.00,"None","Unknown","Boundary updated with 3 nm buffer on SRTM landmass feature. World Heritage Site describes the 3 nm buffer.","","Yes","Category 1","False","","","True"
"Solomon Islands","5008700","Tawaraha","161.26867766","-10.29502751","Conservation Area","Unknown","Local","marine-terrestrial","Voluntary","2011-12-01",1217.84,0.00,"Unknown","Unknown","None","Makira-Ullawa","Unknown","Unknown",0.00,"None","Unknown","CT Atlas workshop - Sept 2012","check with Peter Kenilorea","Point only","Category 1","False","","","True"
"Solomon Islands","5008600","Tuwo Marine Conservation  1","166.27636712","-10.26648066","LMMA","None","Local","marine","Voluntary","2010-08-01",745.85,0.00,"No","Unknown","None","Temotu","Yes","Seasonal",0.00,"None","Unknown","Nelson Nyeda - Managed Areas Workshop - Oct 2014","Refer to Oceans Watch report from Irene L.","Yes","Category 1","True","Yes","","True"
"Solomon Islands","5008500","Apuilalamoa Mangrove Management Area","161.40551301","-9.50595638","LMMA","Unknown","Local","marine","Voluntary","2011-12-01",575.83,0.00,"Yes","Unknown","None","Malaita","Yes","Part",0.00,"None","Unknown","Worldfish staff - Managed Areas Workshop - July 2014","No site visit since Mngt Plan finalized.  But local feedback indicates it's going OK.","Point only","Category 1","True","Yes - Chrisanto Daokalia and Faye Siota (WorldFish)","","True"
"Solomon Islands","5008400","Biche - Forest","158.19085699","-8.80754638","Unknown","Unknown","Unknown","terrestrial","Voluntary","0001-01-01",1128.06,0.00,"Drafted","Unknown","None","Western","Unknown","Unknown",0.00,"None","Unknown","Simon Albert - from Google KML file Biche marine.kmz","","Point only","Category 1","False","","","True"
"Solomon Islands","5008300","Biche - Marine","158.20686726","-8.81588236","Unknown","Unknown","Unknown","marine","Voluntary","2011-12-01",551.94,0.00,"Drafted","Unknown","None","Western","Unknown","Unknown",0.00,"None","Unknown","Simon Albert - from Google KML file Biche marine.kmz","","Point only","Category 1","False","","","True"
"Solomon Islands","5008200","Peava - Kicha Is","158.31919972","-8.79023629","Unknown","Unknown","Unknown","marine-terrestrial","Voluntary","2011-12-01",106.89,0.00,"Unknown","Unknown","None","Western","Unknown","Unknown",0.00,"None","Unknown","Simon Albert - from Google KML file Peava (Kicha Is.)","","Point only","Category 1","False","","","True"
"Solomon Islands","5008100","Zaira - Forest","157.98010222","-8.73567164","LMMA","Unknown","Local","terrestrial","Proposed","2011-12-01",2844.23,0.00,"Drafted","Unknown","None","Western","No","Seasonal",0.00,"None","Unknown","Veira Pulekera - Managed Areas Workshop - July 2014","Formally recognized by Zaira community. Area is under traditional rational management practices (open/close)","Point only","Category 1","True","Yes - Veira","","True"
"Solomon Islands","5008000","Hopele / Tombo (east)","157.57619598","-8.37838362","Unknown","Unknown","Unknown","marine","No longer active","2011-12-01",96.90,0.00,"Unknown","Unknown","None","Western","Unknown","Unknown",0.00,"None","Unknown","Simon Albert - from shapefile Roviana_MPAs_Nov_11","Boundary aligned to SI Province","Point only","Category 1","False","","","True"
"Solomon Islands","5007900","Hopele / Tombo (west)","157.59345501","-8.38028728","Unknown","Unknown","Unknown","marine","No longer active","2011-12-01",170.04,0.00,"Unknown","Unknown","None","Western","Unknown","Unknown",0.00,"None","Unknown","Simon Albert - from shapefile Roviana_MPAs_Nov_11","Boundary aligned to SI Province","Point only","Category 1","False","","","True"
"Solomon Islands","5007800","Nusa Hope","157.48548720","-8.26124884","Unknown","Unknown","Unknown","marine","No longer active","2011-12-01",88.37,0.00,"Unknown","Unknown","None","Western","Unknown","Unknown",0.00,"None","Unknown","Simon Albert - from shapefile Roviana_MPAs_Nov_11","","Point only","Category 1","False","","","True"
"Solomon Islands","5007700","Baraulu / Bule Lavata","157.40835282","-8.28804237","LMMA","Unknown","Local","marine","No longer active","2011-12-01",124.46,0.00,"Unknown","Unknown","None","Western","Unknown","Unknown",0.00,"None","Unknown","Simon Albert - from shapefile Roviana_MPAs_Nov_11","Poaching occurs here (A Hughes Sept 2014)","Point only","Category 1","False","","","True"
"Solomon Islands","5007600","Kozou Zone 1","157.52289652","-8.24503584","LMMA","Unknown","Local","marine","Voluntary","2011-12-01",23.17,0.00,"Unknown","Unknown","None","Western","Unknown","Unknown",0.00,"None","Unknown","Simon Albert - from shapefile Roviana_MPAs_Nov_11","Boundary aligned to SI Province data","Point only","Category 1","True","Yes - Roddy (RCF) and Alec Hughes (SICCP) Sept 2014","","True"
"Solomon Islands","5007500","Kozou Zone 2","157.52115970","-8.24855343","LMMA","Unknown","Local","marine","Voluntary","2011-12-01",22.76,0.00,"Unknown","Unknown","None","Western","Unknown","Unknown",0.00,"None","Unknown","Simon Albert - from shapefile Roviana_MPAs_Nov_11","Boundary aligned to SI Province","Point only","Category 1","True","Yes - Roddy (RCF) and Alec Hughes (SICCP) Sept 2014","","True"
"Solomon Islands","5007400","Nusa Hope / Heloro","157.47522734","-8.26921569","LMMA","Unknown","Local","marine","Voluntary","2011-12-01",139.38,0.00,"Unknown","Unknown","None","Western","Unknown","Unknown",0.00,"None","Unknown","Simon Albert - from shapefile Roviana_MPAs_Nov_11","","Point only","Category 1","False","","","True"
"Solomon Islands","5007300","Ha'apai","157.56078614","-8.31590584","LMMA","Unknown","Local","marine","No longer active","2011-12-01",126.12,0.00,"Unknown","Unknown","None","Western","Unknown","Unknown",0.00,"None","Unknown","Alec Hughes - Managed Areas Workshop - Oct 2014","","Point only","Category 1","False","","","True"
"Solomon Islands","5007200","Olive","157.53889450","-8.29258694","LMMA","Unknown","Local","marine","No longer active","2011-12-01",156.71,0.00,"Unknown","Unknown","None","Western","Unknown","Unknown",0.00,"None","Unknown","Alec Hughes - Managed Areas Workshop - Oct 2014","","Point only","Category 1","False","","","True"
"Solomon Islands","5007100","Nusa Roviana","157.30024049","-8.35412169","LMMA","Unknown","Local","marine","No longer active","2011-12-01",266.75,0.00,"Unknown","Unknown","None","Western","Unknown","Unknown",0.00,"None","Unknown","Alec Hughes - Managed Areas Workshop - Oct 2014","","Point only","Category 1","False","","","True"
"Solomon Islands","5007000","Dunde (1)","157.23106971","-8.37320111","LMMA","Unknown","Local","marine","No longer active","2011-12-01",268.07,0.00,"Unknown","Unknown","None","Western","Unknown","Unknown",0.00,"None","Unknown","Alec Hughes - Managed Areas Workshop - Oct 2014","","Point only","Category 1","False","","","True"
